cohort,k,n_k,base_rate_k,auc,auc_lo,auc_hi,ap,brier,ece,bias,precision,recall,f1
variable,1,1888,0.3045550847457627,0.9373714361402696,0.9230191739832769,0.9505240608781893,0.9147476873025945,0.07570223988034193,0.049536072853077665,0.00032534312960261214,0.8910505836575876,0.7965217391304348,0.8411386593204775
variable,2,1883,0.30377057886351566,0.9353426893472659,0.9201750664307633,0.9490533109611379,0.9138503860260293,0.07552820161701601,0.050425678256015974,0.0002272454356421318,0.8923679060665362,0.7972027972027972,0.8421052631578947
variable,3,1229,0.4564686737184703,0.9069774888725224,0.8885494414432714,0.9233513023163219,0.919583735183549,0.10900492232033712,0.05305290083502766,-0.003244906480381138,0.8924302788844621,0.7985739750445633,0.8428974600188147
variable,4,1119,0.4691689008042895,0.9102613435946769,0.8916556486609933,0.9276587632543257,0.9256837746164771,0.10989972350375858,0.06128476942204371,0.00860750529737907,0.8767967145790554,0.8133333333333334,0.8438735177865613
variable,5,903,0.5260243632336655,0.911583866207575,0.8920100126105344,0.9320755349829665,0.9341099959542009,0.11311370654846228,0.06153350067734265,0.0019519407100779314,0.8727678571428571,0.8231578947368421,0.847237269772481
variable,6,739,0.5561569688768606,0.9080136193697703,0.8854692915890682,0.9286531618355697,0.9348922672442768,0.11559557181950701,0.07301779304667072,-0.0017763974085897635,0.8731343283582089,0.8540145985401459,0.8634686346863468
variable,7,596,0.6241610738255033,0.8989535330261137,0.8725948953374999,0.9231889508596247,0.9444660546175929,0.11890404003638722,0.07541627824505917,-0.017725948831227308,0.8791208791208791,0.8602150537634409,0.8695652173913043
variable,8,479,0.6617954070981211,0.9123924134439381,0.8845166994529314,0.9376479115860189,0.9602119096688209,0.1152276953455326,0.06968072785709982,-0.023237463710285226,0.88125,0.889589905362776,0.8854003139717426
variable,9,415,0.6626506024096386,0.9093506493506494,0.8802079280926889,0.9354658458595815,0.9574409627096772,0.11673366558659146,0.06642248228307672,-0.019515997128073566,0.8776978417266187,0.8872727272727273,0.8824593128390597
variable,10,343,0.6559766763848397,0.90015065913371,0.8686903266915964,0.9292897136686606,0.951790162840211,0.12295891238670724,0.07331187436436569,-0.013578542247004057,0.8669527896995708,0.8977777777777778,0.8820960698689956
variable,11,285,0.6771929824561403,0.9106217616580311,0.8759376150669254,0.9431319844007062,0.9579375325765975,0.11406457763236831,0.06441404849098638,-0.02393273053370739,0.8793969849246231,0.9067357512953368,0.8928571428571429
variable,12,251,0.6932270916334662,0.8982683982683983,0.8552714951018022,0.9363776496359771,0.9542189741882778,0.12124787245244971,0.05740966350020339,-0.027972248358712423,0.8674033149171271,0.9022988505747126,0.8845070422535212
fixed,1,309,0.7508090614886731,0.9123936408419167,0.8790990505186174,0.9420876406437267,0.9723359098868762,0.11795895919977864,0.1122858974075475,-0.1122858974075475,0.9299065420560748,0.8577586206896551,0.8923766816143498
fixed,2,308,0.75,0.9099342216225333,0.8765857287052939,0.9397494153911565,0.9709897966623463,0.11947554731326372,0.12095451461204587,-0.11445314240076662,0.9292452830188679,0.8528138528138528,0.8893905191873589
fixed,3,308,0.75,0.8999269129139258,0.864787560966023,0.9313082371106337,0.9683812180719318,0.11643423109678618,0.09207992027219512,-0.08977609887025026,0.9295774647887324,0.8571428571428571,0.8918918918918919
fixed,4,308,0.75,0.9005453421037837,0.8612830933997764,0.9339972453477894,0.9671390622276137,0.11401052416730122,0.08809818719449122,-0.07848294609702171,0.9295774647887324,0.8571428571428571,0.8918918918918919
fixed,5,307,0.749185667752443,0.8934500282326371,0.853003059036246,0.9289307290702018,0.9637960798811535,0.11296551970649191,0.0739714141690889,-0.06615012009875412,0.9262672811059908,0.8739130434782608,0.8993288590604027
fixed,6,302,0.7450331125827815,0.8894949494949496,0.8470359546175539,0.928650203250998,0.959847922278295,0.11600215180363235,0.09701962157431954,-0.06360813451706589,0.9078341013824884,0.8755555555555555,0.8914027149321267
fixed,7,299,0.7424749163879598,0.8869778869778869,0.8485172892088233,0.9274291045684785,0.9588421035149407,0.11606359890621369,0.08370762457509381,-0.055444023875659124,0.9027777777777778,0.8783783783783784,0.8904109589041096
fixed,8,293,0.7372013651877133,0.9006132756132758,0.865492600958652,0.9325078801280663,0.9668050825308807,0.11420338053484119,0.0842095432247599,-0.05017527051870446,0.8976744186046511,0.8935185185185185,0.8955916473317865
fixed,9,286,0.7307692307692307,0.9064189399117629,0.8720297768499571,0.9384518281623048,0.9671645357297357,0.11203709037539188,0.06661434599671376,-0.04894487464819951,0.8990384615384616,0.8947368421052632,0.8968824940047961
fixed,10,272,0.7169117647058824,0.895837495837496,0.8554205972127659,0.9312324307481601,0.9612547944067118,0.11937562118308967,0.08099401116035121,-0.044268615412458384,0.8928571428571429,0.8974358974358975,0.8951406649616368
fixed,11,259,0.7027027027027027,0.9035250463821893,0.8643777222559504,0.9409703663403329,0.9590968105691642,0.11539007361035586,0.07465316033666952,-0.037680298286096474,0.8913043478260869,0.9010989010989011,0.8961748633879781
fixed,12,251,0.6932270916334662,0.8982683982683983,0.8552714951018022,0.9363776496359771,0.9542189741882778,0.12124787245244971,0.05740966350020339,-0.027972248358712423,0.8674033149171271,0.9022988505747126,0.8845070422535212
